Mozilla/5.0 (Linux; Android 13; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6862.80 Mobile Safari/537.36 Telegram-Android/11.2.5 (Realme RMX3312; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6725.61 Mobile Safari/537.36 Telegram-Android/11.0.2 (Google GX7AS; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 13; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6845.65 Mobile Safari/537.36 Telegram-Android/11.1.9 (vivo V2147; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6764.36 Mobile Safari/537.36 Telegram-Android/11.1.2 (Huawei JLN-LX9; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 13; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6774.30 Mobile Safari/537.36 Telegram-Android/11.0.3 (OPPO PDCM00; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6717.94 Mobile Safari/537.36 Telegram-Android/11.2.2 (Lenovo L71061; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 13; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6760.61 Mobile Safari/537.36 Telegram-Android/11.3.0 (ZTE NX709J; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; R) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6896.90 Mobile Safari/537.36 Telegram-Android/11.3.0 (Infinix X670; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6835.33 Mobile Safari/537.36 Telegram-Android/11.1.6 (OnePlus CPH2419; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 14; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6722.33 Mobile Safari/537.36 Telegram-Android/11.2.6 (Lenovo L71061; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6761.84 Mobile Safari/537.36 Telegram-Android/11.3.0 (Realme RMX3312; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6716.57 Mobile Safari/537.36 Telegram-Android/11.2.1 (Xiaomi 2305EPA48C; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6797.57 Mobile Safari/537.36 Telegram-Android/11.0.9 (Lenovo L71122; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 13; S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6762.44 Mobile Safari/537.36 Telegram-Android/11.0.8 (Infinix X659B; Android 13; SDK 33; LOW)
Mozilla/5.0 (Linux; Android 14; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6876.95 Mobile Safari/537.36 Telegram-Android/11.1.6 (Infinix X6815; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6741.79 Mobile Safari/537.36 Telegram-Android/11.1.4 (OPPO PDEM10; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6823.48 Mobile Safari/537.36 Telegram-Android/11.0.7 (OPPO PFEM10; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6744.69 Mobile Safari/537.36 Telegram-Android/11.1.7 (Realme RMX3686; Android 13; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6772.38 Mobile Safari/537.36 Telegram-Android/11.0.9 (ASUS ASUS_I003DD; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 13; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6768.74 Mobile Safari/537.36 Telegram-Android/11.2.8 (OnePlus LE2101; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6730.69 Mobile Safari/537.36 Telegram-Android/11.3.0 (Google GVU6C; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6705.48 Mobile Safari/537.36 Telegram-Android/11.1.0 (ZTE P892N22; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 13; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6753.51 Mobile Safari/537.36 Telegram-Android/11.0.7 (Lenovo L72581; Android 13; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6764.57 Mobile Safari/537.36 Telegram-Android/11.3.0 (Samsung SM-A336B; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 14; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6762.66 Mobile Safari/537.36 Telegram-Android/11.3.0 (AT&T N986U; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6808.65 Mobile Safari/537.36 Telegram-Android/11.2.3 (Google G1AZG; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6725.68 Mobile Safari/537.36 Telegram-Android/11.2.6 (Huawei MED-LX9; Android 13; SDK 33; LOW)
Mozilla/5.0 (Linux; Android 14; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6758.46 Mobile Safari/537.36 Telegram-Android/11.1.2 (ASUS ASUS_I002DB; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 13; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6870.81 Mobile Safari/537.36 Telegram-Android/11.1.7 (AT&T N986U; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6704.95 Mobile Safari/537.36 Telegram-Android/11.2.0 (vivo V2147; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6807.46 Mobile Safari/537.36 Telegram-Android/11.1.8 (AT&T A526U; Android 14; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 13; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6791.77 Mobile Safari/537.36 Telegram-Android/11.2.8 (ASUS ASUS_X00TD; Android 13; SDK 33; LOW)
Mozilla/5.0 (Linux; Android 13; S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6869.50 Mobile Safari/537.36 Telegram-Android/11.2.9 (Huawei DVC-LX9; Android 13; SDK 33; LOW)
Mozilla/5.0 (Linux; Android 14; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6744.38 Mobile Safari/537.36 Telegram-Android/11.3.0 (Lenovo L79031; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 13; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6745.33 Mobile Safari/537.36 Telegram-Android/11.0.8 (OnePlus PHK110; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6839.35 Mobile Safari/537.36 Telegram-Android/11.2.7 (Lenovo TB571K; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6820.37 Mobile Safari/537.36 Telegram-Android/11.1.6 (ZTE P892N20; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6868.95 Mobile Safari/537.36 Telegram-Android/11.0.8 (Google G1AZG; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 13; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6754.44 Mobile Safari/537.36 Telegram-Android/11.0.9 (OnePlus CPH2413; Android 13; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6836.51 Mobile Safari/537.36 Telegram-Android/11.2.6 (vivo V2151; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6784.87 Mobile Safari/537.36 Telegram-Android/11.2.4 (vivo V2218A; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6876.61 Mobile Safari/537.36 Telegram-Android/11.1.5 (Infinix X659B; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 14; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6834.44 Mobile Safari/537.36 Telegram-Android/11.2.0 (Realme RMX3702; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 13; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6828.54 Mobile Safari/537.36 Telegram-Android/11.3.0 (vivo V2218A; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6873.65 Mobile Safari/537.36 Telegram-Android/11.1.9 (Lenovo L71061; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 13; H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6883.91 Mobile Safari/537.36 Telegram-Android/11.1.1 (Google GB7N6; Android 13; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6840.62 Mobile Safari/537.36 Telegram-Android/11.3.0 (vivo V2206; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6761.35 Mobile Safari/537.36 Telegram-Android/11.2.4 (OPPO CPH2461; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 13; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6840.38 Mobile Safari/537.36 Telegram-Android/11.1.8 (Google GFE4J; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; R) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6890.49 Mobile Safari/537.36 Telegram-Android/11.0.9 (Samsung SM-F731B; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6724.80 Mobile Safari/537.36 Telegram-Android/11.0.7 (ZTE NX679J; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6744.60 Mobile Safari/537.36 Telegram-Android/11.3.0 (ASUS ASUS_AI2201; Android 13; SDK 33; LOW)
Mozilla/5.0 (Linux; Android 14; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6834.91 Mobile Safari/537.36 Telegram-Android/11.1.0 (OnePlus PHK110; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6812.37 Mobile Safari/537.36 Telegram-Android/11.3.0 (ASUS ASUS_AI2205; Android 13; SDK 33; LOW)
Mozilla/5.0 (Linux; Android 14; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6896.37 Mobile Safari/537.36 Telegram-Android/11.1.5 (ASUS ASUS_I004D; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6796.68 Mobile Safari/537.36 Telegram-Android/11.3.0 (ZTE NX709J; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6728.83 Mobile Safari/537.36 Telegram-Android/11.0.8 (OPPO PFFM10; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6833.47 Mobile Safari/537.36 Telegram-Android/11.1.0 (Xiaomi 22081212C; Android 13; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6741.80 Mobile Safari/537.36 Telegram-Android/11.2.1 (Realme RMX3312; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6713.92 Mobile Safari/537.36 Telegram-Android/11.1.5 (Lenovo TB571K; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 13; S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6794.34 Mobile Safari/537.36 Telegram-Android/11.3.0 (vivo V2164A; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6878.98 Mobile Safari/537.36 Telegram-Android/11.3.0 (Samsung SM-S911N; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6874.33 Mobile Safari/537.36 Telegram-Android/11.1.8 (Huawei PAL-AL00; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6817.38 Mobile Safari/537.36 Telegram-Android/11.0.1 (Huawei CET-LX9; Android 14; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 13; D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6874.63 Mobile Safari/537.36 Telegram-Android/11.2.6 (OPPO CPH2459; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 14; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6719.91 Mobile Safari/537.36 Telegram-Android/11.1.6 (Realme RMX3312; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 13; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6843.74 Mobile Safari/537.36 Telegram-Android/11.2.1 (Xiaomi M2102J20SG; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6736.78 Mobile Safari/537.36 Telegram-Android/11.0.6 (OnePlus CPH2419; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6817.79 Mobile Safari/537.36 Telegram-Android/11.1.8 (Realme RMX3687; Android 14; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 13; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6865.91 Mobile Safari/537.36 Telegram-Android/11.0.6 (ZTE NX701J; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6712.71 Mobile Safari/537.36 Telegram-Android/11.0.2 (Xiaomi 2305EPA48C; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6801.81 Mobile Safari/537.36 Telegram-Android/11.2.6 (Samsung SM-S908N; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6874.92 Mobile Safari/537.36 Telegram-Android/11.0.3 (OPPO PDHM00; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 14; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6867.70 Mobile Safari/537.36 Telegram-Android/11.0.9 (Samsung SM-S916B; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6748.59 Mobile Safari/537.36 Telegram-Android/11.3.0 (AT&T G998U; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6870.46 Mobile Safari/537.36 Telegram-Android/11.0.9 (Lenovo TB571K; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 13; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6712.74 Mobile Safari/537.36 Telegram-Android/11.1.6 (OnePlus LE2101; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 13; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6863.73 Mobile Safari/537.36 Telegram-Android/11.0.6 (OnePlus CPH2399; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 13; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6873.56 Mobile Safari/537.36 Telegram-Android/11.2.8 (ASUS ASUS_I002D; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6767.75 Mobile Safari/537.36 Telegram-Android/11.0.3 (Infinix X662; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 14; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6706.92 Mobile Safari/537.36 Telegram-Android/11.3.0 (AT&T G767U; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6805.72 Mobile Safari/537.36 Telegram-Android/11.3.0 (Infinix X670; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6763.32 Mobile Safari/537.36 Telegram-Android/11.3.0 (Realme RMX3760; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6876.43 Mobile Safari/537.36 Telegram-Android/11.0.7 (Lenovo XT2427-2; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6855.45 Mobile Safari/537.36 Telegram-Android/11.1.1 (Xiaomi 22011119TI; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6762.90 Mobile Safari/537.36 Telegram-Android/11.3.0 (Google G025J; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6810.34 Mobile Safari/537.36 Telegram-Android/11.0.1 (Huawei NOH-NX9; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6829.50 Mobile Safari/537.36 Telegram-Android/11.0.7 (Lenovo TB570K; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6823.77 Mobile Safari/537.36 Telegram-Android/11.1.1 (Infinix X659B; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6861.78 Mobile Safari/537.36 Telegram-Android/11.3.0 (Lenovo L71061; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6835.58 Mobile Safari/537.36 Telegram-Android/11.1.6 (Samsung SM-F926B; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 13; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6776.79 Mobile Safari/537.36 Telegram-Android/11.3.0 (AT&T A536U; Android 13; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6891.66 Mobile Safari/537.36 Telegram-Android/11.1.8 (Infinix X6815; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6884.47 Mobile Safari/537.36 Telegram-Android/11.0.0 (Infinix X6819; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6889.71 Mobile Safari/537.36 Telegram-Android/11.0.2 (Huawei DEV-LX9; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6737.30 Mobile Safari/537.36 Telegram-Android/11.1.6 (Huawei PAL-AL00; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6724.30 Mobile Safari/537.36 Telegram-Android/11.1.4 (ZTE NX729J; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6874.32 Mobile Safari/537.36 Telegram-Android/11.3.0 (vivo V2218A; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6727.91 Mobile Safari/537.36 Telegram-Android/11.1.7 (ZTE NX709J; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6733.42 Mobile Safari/537.36 Telegram-Android/11.1.6 (Realme RMX3700; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 13; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6800.97 Mobile Safari/537.36 Telegram-Android/11.1.2 (ASUS ASUS_I004D; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6834.50 Mobile Safari/537.36 Telegram-Android/11.0.1 (ASUS ASUS_X00TD; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6750.67 Mobile Safari/537.36 Telegram-Android/11.0.2 (Samsung SM-S901B; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6840.80 Mobile Safari/537.36 Telegram-Android/11.3.0 (ZTE NX669J; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6889.37 Mobile Safari/537.36 Telegram-Android/11.3.0 (OnePlus CPH2399; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6865.41 Mobile Safari/537.36 Telegram-Android/11.3.0 (ZTE NX701J; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; R) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6837.88 Mobile Safari/537.36 Telegram-Android/11.3.0 (Lenovo TB570K; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 13; D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6748.77 Mobile Safari/537.36 Telegram-Android/11.2.3 (AT&T A536U; Android 13; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6806.57 Mobile Safari/537.36 Telegram-Android/11.1.3 (Realme RMX3686; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 14; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6828.34 Mobile Safari/537.36 Telegram-Android/11.0.8 (AT&T A536U; Android 14; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 13; H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6704.95 Mobile Safari/537.36 Telegram-Android/11.3.0 (Huawei JLN-LX9; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6758.89 Mobile Safari/537.36 Telegram-Android/11.2.0 (ZTE NX719J; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 13; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6842.63 Mobile Safari/537.36 Telegram-Android/11.3.0 (ZTE P892N21; Android 13; SDK 33; LOW)
Mozilla/5.0 (Linux; Android 13; H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6846.70 Mobile Safari/537.36 Telegram-Android/11.0.1 (ASUS ASUS_AI2205; Android 13; SDK 33; LOW)
Mozilla/5.0 (Linux; Android 13; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6712.48 Mobile Safari/537.36 Telegram-Android/11.1.8 (Huawei PPA-LX9; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 14; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6833.35 Mobile Safari/537.36 Telegram-Android/11.1.0 (Xiaomi 23046PNC9C; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6820.45 Mobile Safari/537.36 Telegram-Android/11.0.4 (Infinix X6711; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6884.83 Mobile Safari/537.36 Telegram-Android/11.2.7 (vivo V2207; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 13; R) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6875.67 Mobile Safari/537.36 Telegram-Android/11.1.2 (Realme RMX3688; Android 13; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6766.87 Mobile Safari/537.36 Telegram-Android/11.1.0 (Lenovo TB570K; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6849.46 Mobile Safari/537.36 Telegram-Android/11.2.9 (AT&T N986U; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 14; D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6776.32 Mobile Safari/537.36 Telegram-Android/11.1.9 (Infinix X6827; Android 14; SDK 34; HIGH)
